tweet_id,tweet_datetime,tweet_hashtags,tweet_language,retweet_count,tweet_source,tweet_source_url,tweet_text,user_created_datetime,user_name,user_followers_count,user_description,user_location,searched_by_hashtag,searched_at_datetime,searched_hashtag_country,latitude,longitude
1.41E+18,03/07/2021 12:15,,en,549,Twitter for Android,http://twitter.com/download/android,"RT @HumanityWarior7: Dera Sacha Sauda followers fast once in a week to put their food’s portion in someone else’s plate.
#FastingForNobleCa…",29/03/2021 06:57,Priyanka papneja,6,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"SaturdayMorning, SaturdayMotivation, FourthOfJulyWeekend, weekendvibes, ptech, weareptech",und,0,Twitter Web App,https://mobile.twitter.com,#SaturdayMorning #SaturdayMotivation #FourthOfJulyWeekend #weekendvibes #ptech #weareptech @rashidfdavis… https://t.co/jZ48Ic2z5u,19/04/2009 16:14,Rashid Ferrod Davis,2418,"Founding Principal of P-TECH, Cahn Fellow 2012, 1st Fordham University-GSE Lifetime Achievement Award Recipient, Morehouse College Alum",,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/kT7wkSbISe,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/2FGGSwBbsw,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/ViCocj83rM,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/hJt3YJeKwY,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/Oxec3IeiZ6,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/XXi4etO2tk,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/Lwzj8WQfNI,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
1.41E+18,03/07/2021 12:15,"4thofJuly, Atlanta, FourthofJuly, IndependenceDay, July4th, MyTwitterAnniversary, PeachtreeRoadRace",und,0,Twitter Web App,https://mobile.twitter.com,#4thofJuly #Atlanta #FourthofJuly #IndependenceDay #July4th #MyTwitterAnniversary #PeachtreeRoadRace… https://t.co/4KPASDGY8P,03/07/2021 12:15,Kathlyn Bourgeois,0,,,#SaturdayMorning,15:17.7,United States,,
